date,areaType,areaCode,areaName,metric,age,value,rate
29/12/2020,nation,W92000004,Wales,maleCases,35_to_39,4939,5130.5
29/12/2020,nation,W92000004,Wales,maleCases,40_to_44,4611,5044.0
29/12/2020,nation,W92000004,Wales,maleCases,45_to_49,4981,5953.7
29/12/2020,nation,W92000004,Wales,maleCases,50_to_54,5296,5460.9
29/12/2020,nation,W92000004,Wales,maleCases,55_to_59,5111,4763.6
29/12/2020,nation,W92000004,Wales,maleCases,60_to_64,3729,3971.2
29/12/2020,nation,W92000004,Wales,maleCases,65_to_69,2513,2837.5
29/12/2020,nation,W92000004,Wales,maleCases,70_to_74,2252,2599.4
29/12/2020,nation,W92000004,Wales,maleCases,75_to_79,1947,3272.2
29/12/2020,nation,W92000004,Wales,maleCases,80_to_84,1689,4254.3
29/12/2020,nation,W92000004,Wales,maleCases,85_to_89,1177,5501.0
29/12/2020,nation,W92000004,Wales,maleCases,90+,836,8626.6
30/12/2020,nation,W92000004,Wales,femaleCases,0_to_4,1349,1668.7
30/12/2020,nation,W92000004,Wales,femaleCases,5_to_9,1453,1301.8
30/12/2020,nation,W92000004,Wales,femaleCases,10_to_14,2166,2418.1
30/12/2020,nation,W92000004,Wales,femaleCases,15_to_19,5426,6158.5
30/12/2020,nation,W92000004,Wales,femaleCases,20_to_24,7713,9283.7
30/12/2020,nation,W92000004,Wales,femaleCases,25_to_29,7379,7681.7
30/12/2020,nation,W92000004,Wales,femaleCases,30_to_34,6909,6792.4
30/12/2020,nation,W92000004,Wales,femaleCases,35_to_39,6398,6617.2
30/12/2020,nation,W92000004,Wales,femaleCases,40_to_44,6037,6456.3
30/12/2020,nation,W92000004,Wales,femaleCases,45_to_49,6614,7700.2
30/12/2020,nation,W92000004,Wales,femaleCases,50_to_54,7065,6920.2
30/12/2020,nation,W92000004,Wales,femaleCases,55_to_59,6280,5548.3
30/12/2020,nation,W92000004,Wales,femaleCases,60_to_64,4305,4350.6
30/12/2020,nation,W92000004,Wales,femaleCases,65_to_69,2376,2539.1
30/12/2020,nation,W92000004,Wales,femaleCases,70_to_74,2111,2278.5
30/12/2020,nation,W92000004,Wales,femaleCases,75_to_79,1882,2797.1
30/12/2020,nation,W92000004,Wales,femaleCases,80_to_84,1912,3818.8
30/12/2020,nation,W92000004,Wales,femaleCases,85_to_89,1888,5812.4
30/12/2020,nation,W92000004,Wales,femaleCases,90+,1934,9286.9
30/12/2020,nation,W92000004,Wales,maleCases,0_to_4,1429,1687.2
30/12/2020,nation,W92000004,Wales,maleCases,5_to_9,1582,1494.3
30/12/2020,nation,W92000004,Wales,maleCases,10_to_14,2270,2409.6
30/12/2020,nation,W92000004,Wales,maleCases,15_to_19,4453,4803.0
30/12/2020,nation,W92000004,Wales,maleCases,20_to_24,6409,7176.9
30/12/2020,nation,W92000004,Wales,maleCases,25_to_29,5793,5447.5
30/12/2020,nation,W92000004,Wales,maleCases,30_to_34,5507,5168.8
30/12/2020,nation,W92000004,Wales,maleCases,35_to_39,4998,5191.8
30/12/2020,nation,W92000004,Wales,maleCases,40_to_44,4676,5115.1
30/12/2020,nation,W92000004,Wales,maleCases,45_to_49,5051,6037.4
30/12/2020,nation,W92000004,Wales,maleCases,50_to_54,5366,5533.1
30/12/2020,nation,W92000004,Wales,maleCases,55_to_59,5181,4828.9
30/12/2020,nation,W92000004,Wales,maleCases,60_to_64,3788,4034.1
30/12/2020,nation,W92000004,Wales,maleCases,65_to_69,2548,2877.0
30/12/2020,nation,W92000004,Wales,maleCases,70_to_74,2286,2638.6
30/12/2020,nation,W92000004,Wales,maleCases,75_to_79,1970,3310.8
30/12/2020,nation,W92000004,Wales,maleCases,80_to_84,1704,4292.1
30/12/2020,nation,W92000004,Wales,maleCases,85_to_89,1189,5557.1
30/12/2020,nation,W92000004,Wales,maleCases,90+,845,8719.4
31/12/2020,nation,W92000004,Wales,femaleCases,0_to_4,1372,1697.1
31/12/2020,nation,W92000004,Wales,femaleCases,5_to_9,1484,1329.6
31/12/2020,nation,W92000004,Wales,femaleCases,10_to_14,2201,2457.1
31/12/2020,nation,W92000004,Wales,femaleCases,15_to_19,5516,6260.6
31/12/2020,nation,W92000004,Wales,femaleCases,20_to_24,7838,9434.2
31/12/2020,nation,W92000004,Wales,femaleCases,25_to_29,7527,7835.8
31/12/2020,nation,W92000004,Wales,femaleCases,30_to_34,7049,6930.0
31/12/2020,nation,W92000004,Wales,femaleCases,35_to_39,6503,6725.8
31/12/2020,nation,W92000004,Wales,femaleCases,40_to_44,6139,6565.4
31/12/2020,nation,W92000004,Wales,femaleCases,45_to_49,6741,7848.0
31/12/2020,nation,W92000004,Wales,femaleCases,50_to_54,7199,7051.5
31/12/2020,nation,W92000004,Wales,femaleCases,55_to_59,6396,5650.8
31/12/2020,nation,W92000004,Wales,femaleCases,60_to_64,4392,4438.5
31/12/2020,nation,W92000004,Wales,femaleCases,65_to_69,2427,2593.6
31/12/2020,nation,W92000004,Wales,femaleCases,70_to_74,2179,2351.9
31/12/2020,nation,W92000004,Wales,femaleCases,75_to_79,1921,2855.1
31/12/2020,nation,W92000004,Wales,femaleCases,80_to_84,1959,3912.7
31/12/2020,nation,W92000004,Wales,femaleCases,85_to_89,1918,5904.8
31/12/2020,nation,W92000004,Wales,femaleCases,90+,1961,9416.6
31/12/2020,nation,W92000004,Wales,maleCases,0_to_4,1454,1716.7
31/12/2020,nation,W92000004,Wales,maleCases,5_to_9,1606,1517.0
31/12/2020,nation,W92000004,Wales,maleCases,10_to_14,2302,2443.5
31/12/2020,nation,W92000004,Wales,maleCases,15_to_19,4506,4860.2
31/12/2020,nation,W92000004,Wales,maleCases,20_to_24,6512,7292.3
31/12/2020,nation,W92000004,Wales,maleCases,25_to_29,5917,5564.1
31/12/2020,nation,W92000004,Wales,maleCases,30_to_34,5627,5281.4
31/12/2020,nation,W92000004,Wales,maleCases,35_to_39,5093,5290.5
31/12/2020,nation,W92000004,Wales,maleCases,40_to_44,4762,5209.2
31/12/2020,nation,W92000004,Wales,maleCases,45_to_49,5146,6150.9
31/12/2020,nation,W92000004,Wales,maleCases,50_to_54,5472,5642.4
31/12/2020,nation,W92000004,Wales,maleCases,55_to_59,5281,4922.1
31/12/2020,nation,W92000004,Wales,maleCases,60_to_64,3867,4118.2
31/12/2020,nation,W92000004,Wales,maleCases,65_to_69,2601,2936.9
31/12/2020,nation,W92000004,Wales,maleCases,70_to_74,2334,2694.0
31/12/2020,nation,W92000004,Wales,maleCases,75_to_79,2003,3366.3
31/12/2020,nation,W92000004,Wales,maleCases,80_to_84,1736,4372.7
31/12/2020,nation,W92000004,Wales,maleCases,85_to_89,1205,5631.9
31/12/2020,nation,W92000004,Wales,maleCases,90+,859,8863.9
02/01/2021,nation,W92000004,Wales,femaleCases,0_to_4,1414,1749.1
02/01/2021,nation,W92000004,Wales,femaleCases,5_to_9,1513,1355.6
02/01/2021,nation,W92000004,Wales,femaleCases,10_to_14,2258,2520.8
02/01/2021,nation,W92000004,Wales,femaleCases,15_to_19,5637,6398.0
02/01/2021,nation,W92000004,Wales,femaleCases,20_to_24,8050,9689.3
02/01/2021,nation,W92000004,Wales,femaleCases,25_to_29,7729,8046.1
02/01/2021,nation,W92000004,Wales,femaleCases,30_to_34,7248,7125.7
02/01/2021,nation,W92000004,Wales,femaleCases,35_to_39,6686,6915.1
02/01/2021,nation,W92000004,Wales,femaleCases,40_to_44,6313,6751.5
02/01/2021,nation,W92000004,Wales,femaleCases,45_to_49,6893,8025.0
02/01/2021,nation,W92000004,Wales,femaleCases,50_to_54,7392,7240.5
02/01/2021,nation,W92000004,Wales,femaleCases,55_to_59,6568,5802.7
02/01/2021,nation,W92000004,Wales,femaleCases,60_to_64,4527,4574.9
02/01/2021,nation,W92000004,Wales,femaleCases,65_to_69,2508,2680.1
02/01/2021,nation,W92000004,Wales,femaleCases,70_to_74,2259,2438.2
02/01/2021,nation,W92000004,Wales,femaleCases,75_to_79,1977,2938.3
02/01/2021,nation,W92000004,Wales,femaleCases,80_to_84,2025,4044.5
02/01/2021,nation,W92000004,Wales,femaleCases,85_to_89,1965,6049.5
02/01/2021,nation,W92000004,Wales,femaleCases,90+,2017,9685.5
02/01/2021,nation,W92000004,Wales,maleCases,0_to_4,1485,1753.3
02/01/2021,nation,W92000004,Wales,maleCases,5_to_9,1642,1551.0
02/01/2021,nation,W92000004,Wales,maleCases,10_to_14,2363,2508.3
02/01/2021,nation,W92000004,Wales,maleCases,15_to_19,4586,4946.4
02/01/2021,nation,W92000004,Wales,maleCases,20_to_24,6684,7484.9
02/01/2021,nation,W92000004,Wales,maleCases,25_to_29,6092,5728.6
02/01/2021,nation,W92000004,Wales,maleCases,30_to_34,5799,5442.9
02/01/2021,nation,W92000004,Wales,maleCases,35_to_39,5222,5424.5
02/01/2021,nation,W92000004,Wales,maleCases,40_to_44,4866,5323.0
02/01/2021,nation,W92000004,Wales,maleCases,45_to_49,5272,6301.5
02/01/2021,nation,W92000004,Wales,maleCases,50_to_54,5618,5792.9
02/01/2021,nation,W92000004,Wales,maleCases,55_to_59,5406,5038.6
02/01/2021,nation,W92000004,Wales,maleCases,60_to_64,3975,4233.2
02/01/2021,nation,W92000004,Wales,maleCases,65_to_69,2667,3011.4
02/01/2021,nation,W92000004,Wales,maleCases,70_to_74,2407,2778.3
02/01/2021,nation,W92000004,Wales,maleCases,75_to_79,2055,3453.7
02/01/2021,nation,W92000004,Wales,maleCases,80_to_84,1782,4488.6
02/01/2021,nation,W92000004,Wales,maleCases,85_to_89,1241,5800.1
02/01/2021,nation,W92000004,Wales,maleCases,90+,874,9018.7
04/01/2021,nation,W92000004,Wales,femaleCases,0_to_4,1448,1791.1
04/01/2021,nation,W92000004,Wales,femaleCases,5_to_9,1548,1386.9
04/01/2021,nation,W92000004,Wales,femaleCases,10_to_14,2323,2593.3
04/01/2021,nation,W92000004,Wales,femaleCases,15_to_19,5771,6550.1
04/01/2021,nation,W92000004,Wales,femaleCases,20_to_24,8265,9948.1
04/01/2021,nation,W92000004,Wales,femaleCases,25_to_29,7927,8252.2
04/01/2021,nation,W92000004,Wales,femaleCases,30_to_34,7435,7309.5
04/01/2021,nation,W92000004,Wales,femaleCases,35_to_39,6859,7094.0
04/01/2021,nation,W92000004,Wales,femaleCases,40_to_44,6456,6904.4
04/01/2021,nation,W92000004,Wales,femaleCases,45_to_49,7045,8202.0
04/01/2021,nation,W92000004,Wales,femaleCases,50_to_54,7576,7420.8
04/01/2021,nation,W92000004,Wales,femaleCases,55_to_59,6729,5945.0
04/01/2021,nation,W92000004,Wales,femaleCases,60_to_64,4666,4715.4
04/01/2021,nation,W92000004,Wales,femaleCases,65_to_69,2576,2752.8
04/01/2021,nation,W92000004,Wales,femaleCases,70_to_74,2321,2505.1
04/01/2021,nation,W92000004,Wales,femaleCases,75_to_79,2034,3023.1
04/01/2021,nation,W92000004,Wales,femaleCases,80_to_84,2073,4140.4
04/01/2021,nation,W92000004,Wales,femaleCases,85_to_89,2000,6157.3
04/01/2021,nation,W92000004,Wales,femaleCases,90+,2059,9887.2
04/01/2021,nation,W92000004,Wales,maleCases,0_to_4,1515,1788.7
04/01/2021,nation,W92000004,Wales,maleCases,5_to_9,1680,1586.9
04/01/2021,nation,W92000004,Wales,maleCases,10_to_14,2433,2582.6
04/01/2021,nation,W92000004,Wales,maleCases,15_to_19,4684,5052.2
04/01/2021,nation,W92000004,Wales,maleCases,20_to_24,6849,7669.7
04/01/2021,nation,W92000004,Wales,maleCases,25_to_29,6280,5905.4
04/01/2021,nation,W92000004,Wales,maleCases,30_to_34,5957,5591.2
04/01/2021,nation,W92000004,Wales,maleCases,35_to_39,5349,5556.4
04/01/2021,nation,W92000004,Wales,maleCases,40_to_44,4989,5457.5
04/01/2021,nation,W92000004,Wales,maleCases,45_to_49,5395,6448.6
04/01/2021,nation,W92000004,Wales,maleCases,50_to_54,5774,5953.8
04/01/2021,nation,W92000004,Wales,maleCases,55_to_59,5558,5180.3
04/01/2021,nation,W92000004,Wales,maleCases,60_to_64,4114,4381.3
04/01/2021,nation,W92000004,Wales,maleCases,65_to_69,2741,3094.9
04/01/2021,nation,W92000004,Wales,maleCases,70_to_74,2454,2832.5
04/01/2021,nation,W92000004,Wales,maleCases,75_to_79,2114,3552.8
04/01/2021,nation,W92000004,Wales,maleCases,80_to_84,1823,4591.8
04/01/2021,nation,W92000004,Wales,maleCases,85_to_89,1275,5959.1
04/01/2021,nation,W92000004,Wales,maleCases,90+,886,9142.5
05/01/2021,nation,W92000004,Wales,femaleCases,0_to_4,1472,1820.8
05/01/2021,nation,W92000004,Wales,femaleCases,5_to_9,1570,1406.6
05/01/2021,nation,W92000004,Wales,femaleCases,10_to_14,2354,2627.9
05/01/2021,nation,W92000004,Wales,femaleCases,15_to_19,5845,6634.1
05/01/2021,nation,W92000004,Wales,femaleCases,20_to_24,8370,10074.5
05/01/2021,nation,W92000004,Wales,femaleCases,25_to_29,8035,8364.7
05/01/2021,nation,W92000004,Wales,femaleCases,30_to_34,7552,7424.5
05/01/2021,nation,W92000004,Wales,femaleCases,35_to_39,6961,7199.5
05/01/2021,nation,W92000004,Wales,femaleCases,40_to_44,6540,6994.3
05/01/2021,nation,W92000004,Wales,femaleCases,45_to_49,7123,8292.8
05/01/2021,nation,W92000004,Wales,femaleCases,50_to_54,7673,7515.8
05/01/2021,nation,W92000004,Wales,femaleCases,55_to_59,6833,6036.9
05/01/2021,nation,W92000004,Wales,femaleCases,60_to_64,4737,4787.1
05/01/2021,nation,W92000004,Wales,femaleCases,65_to_69,2620,2799.8
05/01/2021,nation,W92000004,Wales,femaleCases,70_to_74,2350,2536.4
05/01/2021,nation,W92000004,Wales,femaleCases,75_to_79,2059,3060.2
05/01/2021,nation,W92000004,Wales,femaleCases,80_to_84,2107,4208.3
05/01/2021,nation,W92000004,Wales,femaleCases,85_to_89,2012,6194.2
05/01/2021,nation,W92000004,Wales,femaleCases,90+,2092,10045.6
05/01/2021,nation,W92000004,Wales,maleCases,0_to_4,1529,1805.2
05/01/2021,nation,W92000004,Wales,maleCases,5_to_9,1699,1604.9
05/01/2021,nation,W92000004,Wales,maleCases,10_to_14,2463,2614.4
05/01/2021,nation,W92000004,Wales,maleCases,15_to_19,4737,5109.3
05/01/2021,nation,W92000004,Wales,maleCases,20_to_24,6938,7769.3
05/01/2021,nation,W92000004,Wales,maleCases,25_to_29,6391,6009.8
05/01/2021,nation,W92000004,Wales,maleCases,30_to_34,6044,5672.8
05/01/2021,nation,W92000004,Wales,maleCases,35_to_39,5439,5649.9
05/01/2021,nation,W92000004,Wales,maleCases,40_to_44,5048,5522.1
05/01/2021,nation,W92000004,Wales,maleCases,45_to_49,5467,6534.6
05/01/2021,nation,W92000004,Wales,maleCases,50_to_54,5869,6051.8
05/01/2021,nation,W92000004,Wales,maleCases,55_to_59,5657,5272.5
05/01/2021,nation,W92000004,Wales,maleCases,60_to_64,4192,4464.3
05/01/2021,nation,W92000004,Wales,maleCases,65_to_69,2780,3139.0
05/01/2021,nation,W92000004,Wales,maleCases,70_to_74,2492,2876.4
05/01/2021,nation,W92000004,Wales,maleCases,75_to_79,2137,3591.5
05/01/2021,nation,W92000004,Wales,maleCases,80_to_84,1842,4639.7
05/01/2021,nation,W92000004,Wales,maleCases,85_to_89,1292,6038.5
05/01/2021,nation,W92000004,Wales,maleCases,90+,898,9266.3
06/01/2021,nation,W92000004,Wales,femaleCases,0_to_4,1485,1836.9
06/01/2021,nation,W92000004,Wales,femaleCases,5_to_9,1578,1413.8
06/01/2021,nation,W92000004,Wales,femaleCases,10_to_14,2373,2649.1
06/01/2021,nation,W92000004,Wales,femaleCases,15_to_19,5901,6697.6
06/01/2021,nation,W92000004,Wales,femaleCases,20_to_24,8481,10208.1
06/01/2021,nation,W92000004,Wales,femaleCases,25_to_29,8136,8469.8
06/01/2021,nation,W92000004,Wales,femaleCases,30_to_34,7624,7495.3
06/01/2021,nation,W92000004,Wales,femaleCases,35_to_39,7032,7273.0
06/01/2021,nation,W92000004,Wales,femaleCases,40_to_44,6596,7054.2
06/01/2021,nation,W92000004,Wales,femaleCases,45_to_49,7191,8371.9
06/01/2021,nation,W92000004,Wales,femaleCases,50_to_54,7750,7591.2
06/01/2021,nation,W92000004,Wales,femaleCases,55_to_59,6903,6098.7
06/01/2021,nation,W92000004,Wales,femaleCases,60_to_64,4794,4844.7
06/01/2021,nation,W92000004,Wales,femaleCases,65_to_69,2654,2836.1
06/01/2021,nation,W92000004,Wales,femaleCases,70_to_74,2383,2572.0
06/01/2021,nation,W92000004,Wales,femaleCases,75_to_79,2081,3092.9
06/01/2021,nation,W92000004,Wales,femaleCases,80_to_84,2135,4264.2
06/01/2021,nation,W92000004,Wales,femaleCases,85_to_89,2035,6265.0
06/01/2021,nation,W92000004,Wales,femaleCases,90+,2119,10175.3
06/01/2021,nation,W92000004,Wales,maleCases,0_to_4,1545,1824.1
06/01/2021,nation,W92000004,Wales,maleCases,5_to_9,1716,1620.9
06/01/2021,nation,W92000004,Wales,maleCases,10_to_14,2479,2631.4
06/01/2021,nation,W92000004,Wales,maleCases,15_to_19,4769,5143.8
06/01/2021,nation,W92000004,Wales,maleCases,20_to_24,7008,7847.7
06/01/2021,nation,W92000004,Wales,maleCases,25_to_29,6464,6078.4
06/01/2021,nation,W92000004,Wales,maleCases,30_to_34,6113,5737.6
06/01/2021,nation,W92000004,Wales,maleCases,35_to_39,5509,5722.6
06/01/2021,nation,W92000004,Wales,maleCases,40_to_44,5101,5580.0
06/01/2021,nation,W92000004,Wales,maleCases,45_to_49,5517,6594.4
06/01/2021,nation,W92000004,Wales,maleCases,50_to_54,5944,6129.1
06/01/2021,nation,W92000004,Wales,maleCases,55_to_59,5722,5333.1
06/01/2021,nation,W92000004,Wales,maleCases,60_to_64,4232,4506.9
06/01/2021,nation,W92000004,Wales,maleCases,65_to_69,2806,3168.3
06/01/2021,nation,W92000004,Wales,maleCases,70_to_74,2527,2916.8
06/01/2021,nation,W92000004,Wales,maleCases,75_to_79,2150,3613.3
06/01/2021,nation,W92000004,Wales,maleCases,80_to_84,1871,4712.7
06/01/2021,nation,W92000004,Wales,maleCases,85_to_89,1304,6094.6
06/01/2021,nation,W92000004,Wales,maleCases,90+,908,9369.5
07/01/2021,nation,W92000004,Wales,femaleCases,0_to_4,1511,1869.1
07/01/2021,nation,W92000004,Wales,femaleCases,5_to_9,1607,1439.8
07/01/2021,nation,W92000004,Wales,femaleCases,10_to_14,2415,2696.0
07/01/2021,nation,W92000004,Wales,femaleCases,15_to_19,5988,6796.4
07/01/2021,nation,W92000004,Wales,femaleCases,20_to_24,8620,10375.4
07/01/2021,nation,W92000004,Wales,femaleCases,25_to_29,8270,8609.3
07/01/2021,nation,W92000004,Wales,femaleCases,30_to_34,7743,7612.3
07/01/2021,nation,W92000004,Wales,femaleCases,35_to_39,7131,7375.3
07/01/2021,nation,W92000004,Wales,femaleCases,40_to_44,6688,7152.6
07/01/2021,nation,W92000004,Wales,femaleCases,45_to_49,7290,8487.2
07/01/2021,nation,W92000004,Wales,femaleCases,50_to_54,7861,7699.9
07/01/2021,nation,W92000004,Wales,femaleCases,55_to_59,6999,6183.5
07/01/2021,nation,W92000004,Wales,femaleCases,60_to_64,4867,4918.5
07/01/2021,nation,W92000004,Wales,femaleCases,65_to_69,2706,2891.7
07/01/2021,nation,W92000004,Wales,femaleCases,70_to_74,2417,2608.7
07/01/2021,nation,W92000004,Wales,femaleCases,75_to_79,2126,3159.8
07/01/2021,nation,W92000004,Wales,femaleCases,80_to_84,2183,4360.1
07/01/2021,nation,W92000004,Wales,femaleCases,85_to_89,2080,6403.5
07/01/2021,nation,W92000004,Wales,femaleCases,90+,2145,10300.1
07/01/2021,nation,W92000004,Wales,maleCases,0_to_4,1571,1854.8
07/01/2021,nation,W92000004,Wales,maleCases,5_to_9,1745,1648.3
07/01/2021,nation,W92000004,Wales,maleCases,10_to_14,2508,2662.2
07/01/2021,nation,W92000004,Wales,maleCases,15_to_19,4836,5216.1
07/01/2021,nation,W92000004,Wales,maleCases,20_to_24,7143,7998.9
07/01/2021,nation,W92000004,Wales,maleCases,25_to_29,6579,6186.6
07/01/2021,nation,W92000004,Wales,maleCases,30_to_34,6214,5832.4
07/01/2021,nation,W92000004,Wales,maleCases,35_to_39,5578,5794.3
07/01/2021,nation,W92000004,Wales,maleCases,40_to_44,5154,5638.0
07/01/2021,nation,W92000004,Wales,maleCases,45_to_49,5589,6680.5
07/01/2021,nation,W92000004,Wales,maleCases,50_to_54,6028,6215.7
07/01/2021,nation,W92000004,Wales,maleCases,55_to_59,5797,5403.0
07/01/2021,nation,W92000004,Wales,maleCases,60_to_64,4292,4570.8
07/01/2021,nation,W92000004,Wales,maleCases,65_to_69,2849,3216.9
07/01/2021,nation,W92000004,Wales,maleCases,70_to_74,2566,2961.8
07/01/2021,nation,W92000004,Wales,maleCases,75_to_79,2177,3658.7
07/01/2021,nation,W92000004,Wales,maleCases,80_to_84,1894,4770.7
07/01/2021,nation,W92000004,Wales,maleCases,85_to_89,1328,6206.8
07/01/2021,nation,W92000004,Wales,maleCases,90+,928,9575.9
08/01/2021,nation,W92000004,Wales,femaleCases,0_to_4,1528,1890.1
08/01/2021,nation,W92000004,Wales,femaleCases,5_to_9,1628,1458.6
08/01/2021,nation,W92000004,Wales,femaleCases,10_to_14,2448,2732.9
08/01/2021,nation,W92000004,Wales,femaleCases,15_to_19,6079,6899.6
08/01/2021,nation,W92000004,Wales,femaleCases,20_to_24,8758,10541.5
08/01/2021,nation,W92000004,Wales,femaleCases,25_to_29,8369,8712.4
08/01/2021,nation,W92000004,Wales,femaleCases,30_to_34,7845,7712.6
08/01/2021,nation,W92000004,Wales,femaleCases,35_to_39,7234,7481.9
08/01/2021,nation,W92000004,Wales,femaleCases,40_to_44,6767,7237.0
08/01/2021,nation,W92000004,Wales,femaleCases,45_to_49,7373,8583.8
08/01/2021,nation,W92000004,Wales,femaleCases,50_to_54,7984,7820.4
08/01/2021,nation,W92000004,Wales,femaleCases,55_to_59,7103,6275.4
08/01/2021,nation,W92000004,Wales,femaleCases,60_to_64,4934,4986.2
08/01/2021,nation,W92000004,Wales,femaleCases,65_to_69,2753,2941.9
08/01/2021,nation,W92000004,Wales,femaleCases,70_to_74,2451,2645.4
08/01/2021,nation,W92000004,Wales,femaleCases,75_to_79,2164,3216.3
08/01/2021,nation,W92000004,Wales,femaleCases,80_to_84,2225,4444.0
08/01/2021,nation,W92000004,Wales,femaleCases,85_to_89,2130,6557.5
08/01/2021,nation,W92000004,Wales,femaleCases,90+,2200,10564.2
08/01/2021,nation,W92000004,Wales,maleCases,0_to_4,1593,1880.8
08/01/2021,nation,W92000004,Wales,maleCases,5_to_9,1766,1668.1
08/01/2021,nation,W92000004,Wales,maleCases,10_to_14,2528,2683.4
08/01/2021,nation,W92000004,Wales,maleCases,15_to_19,4899,5284.0
08/01/2021,nation,W92000004,Wales,maleCases,20_to_24,7252,8120.9
08/01/2021,nation,W92000004,Wales,maleCases,25_to_29,6706,6306.0
08/01/2021,nation,W92000004,Wales,maleCases,30_to_34,6299,5912.2
08/01/2021,nation,W92000004,Wales,maleCases,35_to_39,5643,5861.8
08/01/2021,nation,W92000004,Wales,maleCases,40_to_44,5219,5709.1
08/01/2021,nation,W92000004,Wales,maleCases,45_to_49,5667,6773.7
08/01/2021,nation,W92000004,Wales,maleCases,50_to_54,6106,6296.1
08/01/2021,nation,W92000004,Wales,maleCases,55_to_59,5879,5479.4
08/01/2021,nation,W92000004,Wales,maleCases,60_to_64,4356,4639.0
08/01/2021,nation,W92000004,Wales,maleCases,65_to_69,2889,3262.0
08/01/2021,nation,W92000004,Wales,maleCases,70_to_74,2606,3008.0
08/01/2021,nation,W92000004,Wales,maleCases,75_to_79,2199,3695.7
08/01/2021,nation,W92000004,Wales,maleCases,80_to_84,1924,4846.2
08/01/2021,nation,W92000004,Wales,maleCases,85_to_89,1348,6300.2
08/01/2021,nation,W92000004,Wales,maleCases,90+,943,9730.7
09/01/2021,nation,W92000004,Wales,femaleCases,0_to_4,1541,1906.2
09/01/2021,nation,W92000004,Wales,femaleCases,5_to_9,1644,1472.9
09/01/2021,nation,W92000004,Wales,femaleCases,10_to_14,2467,2754.1
09/01/2021,nation,W92000004,Wales,femaleCases,15_to_19,6137,6965.5
09/01/2021,nation,W92000004,Wales,femaleCases,20_to_24,8860,10664.3
09/01/2021,nation,W92000004,Wales,femaleCases,25_to_29,8462,8809.2
09/01/2021,nation,W92000004,Wales,femaleCases,30_to_34,7922,7788.3
09/01/2021,nation,W92000004,Wales,femaleCases,35_to_39,7295,7545.0
09/01/2021,nation,W92000004,Wales,femaleCases,40_to_44,6834,7308.7
09/01/2021,nation,W92000004,Wales,femaleCases,45_to_49,7429,8649.0
09/01/2021,nation,W92000004,Wales,femaleCases,50_to_54,8070,7904.6
09/01/2021,nation,W92000004,Wales,femaleCases,55_to_59,7177,6340.8
09/01/2021,nation,W92000004,Wales,femaleCases,60_to_64,4983,5035.7
09/01/2021,nation,W92000004,Wales,femaleCases,65_to_69,2782,2972.9
09/01/2021,nation,W92000004,Wales,femaleCases,70_to_74,2472,2668.1
09/01/2021,nation,W92000004,Wales,femaleCases,75_to_79,2190,3254.9
09/01/2021,nation,W92000004,Wales,femaleCases,80_to_84,2252,4497.9
09/01/2021,nation,W92000004,Wales,femaleCases,85_to_89,2147,6609.8
09/01/2021,nation,W92000004,Wales,femaleCases,90+,2236,10737.1
09/01/2021,nation,W92000004,Wales,maleCases,0_to_4,1609,1899.7
09/01/2021,nation,W92000004,Wales,maleCases,5_to_9,1778,1679.5
09/01/2021,nation,W92000004,Wales,maleCases,10_to_14,2547,2703.6
09/01/2021,nation,W92000004,Wales,maleCases,15_to_19,4948,5336.9
09/01/2021,nation,W92000004,Wales,maleCases,20_to_24,7335,8213.9
09/01/2021,nation,W92000004,Wales,maleCases,25_to_29,6772,6368.1
09/01/2021,nation,W92000004,Wales,maleCases,30_to_34,6363,5972.2
09/01/2021,nation,W92000004,Wales,maleCases,35_to_39,5689,5909.6
09/01/2021,nation,W92000004,Wales,maleCases,40_to_44,5267,5761.6
09/01/2021,nation,W92000004,Wales,maleCases,45_to_49,5713,6828.7
09/01/2021,nation,W92000004,Wales,maleCases,50_to_54,6165,6357.0
09/01/2021,nation,W92000004,Wales,maleCases,55_to_59,5940,5536.3
09/01/2021,nation,W92000004,Wales,maleCases,60_to_64,4397,4682.6
09/01/2021,nation,W92000004,Wales,maleCases,65_to_69,2916,3292.5
09/01/2021,nation,W92000004,Wales,maleCases,70_to_74,2634,3040.3
09/01/2021,nation,W92000004,Wales,maleCases,75_to_79,2220,3731.0
09/01/2021,nation,W92000004,Wales,maleCases,80_to_84,1942,4891.6
09/01/2021,nation,W92000004,Wales,maleCases,85_to_89,1369,6398.4
09/01/2021,nation,W92000004,Wales,maleCases,90+,951,9813.2
14/01/2021,nation,W92000004,Wales,femaleCases,0_to_4,1610,1991.5
14/01/2021,nation,W92000004,Wales,femaleCases,5_to_9,1726,1546.4
14/01/2021,nation,W92000004,Wales,femaleCases,10_to_14,2571,2870.2
14/01/2021,nation,W92000004,Wales,femaleCases,15_to_19,6363,7222.0
14/01/2021,nation,W92000004,Wales,femaleCases,20_to_24,9285,11175.8
14/01/2021,nation,W92000004,Wales,femaleCases,25_to_29,8894,9258.9
14/01/2021,nation,W92000004,Wales,femaleCases,30_to_34,8289,8149.1
14/01/2021,nation,W92000004,Wales,femaleCases,35_to_39,7666,7928.7
14/01/2021,nation,W92000004,Wales,femaleCases,40_to_44,7104,7597.5
14/01/2021,nation,W92000004,Wales,femaleCases,45_to_49,7779,9056.5
